Order_ID,Order_Date,Customer_ID,Customer_Name,Category,Product,Quantity,Unit_Price,Sales,Profit,Region,State,Payment_Mode
ORD00347,25-02-2025,CUST0001,Customer_0025,Clothing,Kurta,1.00,"? 1,421.54","? 1,421.54",? 250.77,North,Delhi,Cash on Delivery
ORD00348,29-06-2025,CUST0280,Customer_0193,Clothing,T-Shirt,4.00,"? 3,121.67","? 12,486.68","? 3,275.72",North,Rajasthan,Net Banking
ORD00349,18-01-2025,CUST0151,Customer_0011,Clothing,Hoodie,4.00,? 535.87,"? 2,143.48",? 294.62,South,Karnataka,UPI
ORD00350,24-03-2025,CUST0039,Customer_0281,Electronics,Wireless Headphones,2.00,"? 10,711.21","? 21,422.42","? 3,306.53",East,West Bengal,Net Banking
ORD00351,26-03-2025,CUST0223,Customer_0081,Beauty,Face Wash,4.00,"? 2,364.74","? 9,458.96",? 967.43,West,Maharashtra,Credit Card
ORD00352,04-10-2025,CUST0136,Customer_0145,Clothing,Hoodie,5.00,"? 2,610.52","? 13,052.60","? 1,726.35",North,Rajasthan,UPI
ORD00353,02-01-2025,CUST0219,Customer_0045,Beauty,Moisturizer,2.00,? 278.09,? 556.18,? 145.31,North,Uttar Pradesh,Net Banking
ORD00354,29-03-2025,CUST0150,Customer_0042,Beauty,Perfume,1.00,? 210.48,? 210.48,? 55.91,North,Delhi,Debit Card
ORD00355,16-05-2025,CUST0047,Customer_0279,Beauty,Perfume,4.00,"? 2,252.96","? 9,011.84","? 1,087.49",North,Uttar Pradesh,Cash on Delivery
ORD00356,14-08-2025,CUST0239,Customer_0135,Home & Kitchen,Mixer Grinder,4.00,? 506.55,"? 2,026.20",? 535.24,South,Karnataka,Net Banking
ORD00357,26-06-2025,CUST0278,Customer_0212,Electronics,USB Cable,1.00,"? 1,485.63","? 1,485.63",? 193.21,South,Karnataka,UPI
ORD00358,01-09-2025,CUST0294,Customer_0121,Beauty,Perfume,5.00,"? 1,764.61","? 8,823.05","? 1,285.94",North,Rajasthan,Cash on Delivery
ORD00359,18-08-2025,CUST0089,Customer_0086,Electronics,Smart Watch,1.00,"? 11,416.43","? 11,416.43","? 2,943.86",South,Karnataka,Credit Card
ORD00360,11-08-2025,CUST0104,Customer_0076,Electronics,USB Cable,1.00,"? 11,865.22","? 11,865.22","? 1,622.39",North,Rajasthan,UPI
ORD00361,16-06-2025,CUST0142,Customer_0267,Electronics,Power Bank,5.00,"? 5,069.58","? 25,347.90","? 7,142.42",North,Rajasthan,UPI
ORD00362,17-03-2025,CUST0291,Customer_0299,Books,Novel,1.00,? 833.83,? 833.83,? 236.38,North,Rajasthan,Net Banking
ORD00363,30-07-2025,CUST0136,Customer_0197,Electronics,Power Bank,5.00,"? 10,621.56","? 53,107.80","? 10,931.98",South,Tamil Nadu,Cash on Delivery
ORD00364,13-11-2025,CUST0206,Customer_0020,Electronics,Power Bank,3.00,"? 5,134.20","? 15,402.60","? 4,246.59",South,Karnataka,Debit Card
ORD00365,10-07-2025,CUST0011,Customer_0173,Clothing,Hoodie,4.00,"? 3,246.67","? 12,986.68","? 1,927.34",West,Maharashtra,Cash on Delivery
ORD00366,15-08-2025,CUST0165,Customer_0138,Electronics,Power Bank,2.00,"? 3,955.53","? 7,911.06","? 1,685.81",North,Delhi,UPI
ORD00367,28-07-2025,CUST0249,Customer_0265,Clothing,Hoodie,2.00,"? 3,222.98","? 6,445.96","? 1,679.97",North,Uttar Pradesh,Net Banking
ORD00368,26-07-2025,CUST0070,Customer_0269,Clothing,Sneakers,3.00,"? 2,570.62","? 7,711.86",? 666.06,West,Gujarat,Credit Card
ORD00369,26-01-2025,CUST0185,Customer_0102,Clothing,Hoodie,2.00,? 405.83,? 811.66,? 130.71,West,Maharashtra,Cash on Delivery
ORD00370,04-05-2025,CUST0191,Customer_0251,Books,Children Book,1.00,"? 1,273.94","? 1,273.94",? 226.94,North,Rajasthan,Cash on Delivery
ORD00371,13-05-2025,CUST0047,Customer_0146,Books,Novel,3.00,? 419.80,"? 1,259.40",? 207.86,East,West Bengal,Credit Card
ORD00372,13-12-2025,CUST0106,Customer_0138,Books,Cooking Book,2.00,"? 1,218.18","? 2,436.36",? 470.03,North,Delhi,UPI
ORD00373,05-01-2025,CUST0115,Customer_0130,Beauty,Hair Dryer,2.00,"? 1,562.68","? 3,125.36",? 803.59,South,Karnataka,Debit Card
ORD00374,24-08-2025,CUST0130,Customer_0112,Home & Kitchen,Cookware Set,4.00,"? 5,146.62","? 20,586.48","? 3,015.34",North,Rajasthan,Net Banking
ORD00375,19-09-2025,CUST0192,Customer_0288,Books,Children Book,5.00,? 318.81,"? 1,594.05",? 341.11,North,Rajasthan,Debit Card
ORD00376,22-05-2025,CUST0167,Customer_0142,Electronics,Bluetooth Speaker,1.00,"? 4,367.26","? 4,367.26",? 979.78,North,Uttar Pradesh,Debit Card
ORD00377,30-01-2025,CUST0207,Customer_0164,Clothing,Jeans,5.00,"? 2,749.52","? 13,747.60","? 3,281.31",South,Karnataka,Cash on Delivery
ORD00378,19-01-2025,CUST0299,Customer_0293,Home & Kitchen,Mixer Grinder,4.00,"? 2,576.44","? 10,305.76","? 1,602.51",South,Tamil Nadu,Credit Card
ORD00379,29-03-2025,CUST0286,Customer_0093,Books,Data Science Book,3.00,? 987.07,"? 2,961.21",? 300.48,North,Uttar Pradesh,Credit Card
ORD00380,24-04-2025,CUST0182,Customer_0115,Home & Kitchen,Bedsheet,3.00,"? 4,013.00","? 12,039.00","? 2,076.78",South,Karnataka,Debit Card
ORD00381,02-03-2025,CUST0241,Customer_0028,Home & Kitchen,Water Bottle,5.00,"? 1,940.79","? 9,703.95","? 2,015.21",South,Tamil Nadu,Net Banking
ORD00382,15-12-2025,CUST0196,Customer_0272,Electronics,Bluetooth Speaker,2.00,"? 6,255.49","? 12,510.98","? 2,137.92",North,Uttar Pradesh,Credit Card
ORD00383,19-10-2025,CUST0235,Customer_0074,Clothing,Hoodie,3.00,"? 1,609.41","? 4,828.23","? 1,302.30",North,Delhi,Credit Card
ORD00384,01-04-2025,CUST0161,Customer_0030,Electronics,Wireless Headphones,3.00,"? 7,756.88","? 23,270.64","? 4,175.96",North,Uttar Pradesh,Credit Card
ORD00385,15-02-2025,CUST0067,Customer_0223,Clothing,Kurta,4.00,"? 2,812.67","? 11,250.68","? 1,898.51",South,Karnataka,Cash on Delivery
ORD00386,11-07-2025,CUST0008,Customer_0165,Beauty,Hair Dryer,1.00,"? 1,404.39","? 1,404.39",? 171.23,West,Maharashtra,UPI
ORD00387,22-02-2025,CUST0197,Customer_0258,Clothing,Sneakers,3.00,"? 1,298.70","? 3,896.10",? 574.07,North,Delhi,UPI
ORD00388,24-09-2025,CUST0269,Customer_0173,Electronics,Power Bank,3.00,"? 5,743.15","? 17,229.45","? 4,744.20",South,Tamil Nadu,Credit Card
ORD00389,26-03-2025,CUST0207,Customer_0010,Home & Kitchen,Mixer Grinder,3.00,"? 4,563.16","? 13,689.48","? 1,770.74",North,Uttar Pradesh,Credit Card
ORD00390,05-03-2025,CUST0188,Customer_0020,Clothing,Kurta,5.00,"? 1,914.83","? 9,574.15","? 2,612.21",West,Maharashtra,Debit Card
ORD00391,05-12-2025,CUST0056,Customer_0011,Books,Novel,5.00,"? 1,791.22","? 8,956.10","? 2,075.53",West,Maharashtra,Cash on Delivery
ORD00392,31-08-2025,CUST0079,Customer_0106,Beauty,Face Wash,1.00,"? 1,436.11","? 1,436.11",? 210.02,North,Rajasthan,UPI
ORD00393,12-03-2025,CUST0215,Customer_0054,Books,Children Book,5.00,"? 1,149.30","? 5,746.50","? 1,368.41",South,Tamil Nadu,UPI
ORD00394,08-11-2025,CUST0103,Customer_0135,Home & Kitchen,Water Bottle,1.00,"? 3,112.00","? 3,112.00",? 915.20,West,Gujarat,Debit Card
ORD00395,12-09-2025,CUST0107,Customer_0247,Beauty,Moisturizer,2.00,? 242.60,? 485.20,? 63.85,South,Tamil Nadu,UPI
ORD00396,18-03-2025,CUST0047,Customer_0262,Electronics,Wireless Headphones,5.00,"? 8,193.75","? 40,968.75","? 9,799.07",West,Gujarat,UPI
ORD00397,01-06-2025,CUST0136,Customer_0238,Home & Kitchen,Coffee Maker,4.00,"? 5,934.83","? 23,739.32","? 2,420.41",North,Delhi,Credit Card
ORD00398,10-06-2025,CUST0219,Customer_0060,Electronics,Wireless Headphones,3.00,"? 9,718.36","? 29,155.08","? 7,792.40",South,Tamil Nadu,UPI
ORD00399,13-08-2025,CUST0138,Customer_0048,Electronics,Bluetooth Speaker,2.00,"? 4,279.60","? 8,559.20","? 2,219.33",South,Karnataka,Credit Card
ORD00400,20-05-2025,CUST0198,Customer_0245,Electronics,Power Bank,4.00,"? 11,566.56","? 46,266.24","? 10,305.63",North,Rajasthan,Credit Card
ORD00401,23-03-2025,CUST0054,Customer_0214,Electronics,USB Cable,1.00,"? 11,788.05","? 11,788.05","? 2,194.80",South,Karnataka,Net Banking
ORD00402,03-07-2025,CUST0015,Customer_0067,Beauty,Perfume,5.00,"? 1,042.41","? 5,212.05","? 1,472.34",South,Karnataka,UPI
ORD00403,02-12-2025,CUST0161,Customer_0007,Beauty,Hair Dryer,1.00,? 298.84,? 298.84,? 74.37,North,Uttar Pradesh,Net Banking
ORD00404,19-12-2025,CUST0049,Customer_0222,Books,Self Help Book,3.00,"? 1,006.51","? 3,019.53",? 561.71,North,Delhi,Cash on Delivery
ORD00405,22-03-2025,CUST0259,Customer_0241,Clothing,Kurta,1.00,"? 2,358.88","? 2,358.88",? 639.90,West,Maharashtra,UPI
ORD00406,23-05-2025,CUST0026,Customer_0260,Beauty,Shampoo,2.00,? 927.60,"? 1,855.20",? 373.10,East,West Bengal,Cash on Delivery
ORD00407,21-10-2025,CUST0230,Customer_0046,Beauty,Perfume,1.00,"? 1,228.87","? 1,228.87",? 219.18,North,Delhi,UPI
ORD00408,19-01-2025,CUST0286,Customer_0282,Beauty,Face Wash,1.00,"? 1,098.08","? 1,098.08",? 287.37,West,Maharashtra,Net Banking
ORD00409,02-12-2025,CUST0234,Customer_0175,Books,Data Science Book,5.00,"? 1,077.85","? 5,389.25","? 1,409.66",South,Tamil Nadu,Credit Card
ORD00410,04-11-2025,CUST0243,Customer_0187,Beauty,Perfume,5.00,"? 1,953.43","? 9,767.15","? 1,026.38",East,West Bengal,Credit Card
ORD00411,30-05-2025,CUST0281,Customer_0268,Electronics,Bluetooth Speaker,3.00,"? 10,043.66","? 30,130.98","? 7,064.54",East,West Bengal,UPI
ORD00412,29-07-2025,CUST0055,Customer_0131,Clothing,Sneakers,2.00,"? 2,929.88","? 5,859.76",? 721.35,North,Uttar Pradesh,UPI
ORD00413,08-04-2025,CUST0174,Customer_0056,Beauty,Perfume,4.00,"? 2,087.70","? 8,350.80",? 753.49,North,Delhi,Net Banking
ORD00414,16-09-2025,CUST0069,Customer_0256,Electronics,Wireless Headphones,4.00,"? 8,072.25","? 32,289.00","? 6,350.61",North,Uttar Pradesh,UPI
ORD00415,18-09-2025,CUST0091,Customer_0297,Books,Self Help Book,5.00,? 946.84,"? 4,734.20","? 1,139.56",North,Rajasthan,Credit Card
ORD00416,14-06-2025,CUST0259,Customer_0197,Electronics,Power Bank,5.00,"? 7,470.85","? 37,354.25","? 11,037.81",North,Rajasthan,Credit Card
ORD00417,20-08-2025,CUST0069,Customer_0071,Home & Kitchen,Cookware Set,3.00,"? 5,830.33","? 17,490.99","? 3,717.80",North,Rajasthan,Net Banking
ORD00418,13-04-2025,CUST0108,Customer_0149,Home & Kitchen,Bedsheet,5.00,"? 3,887.35","? 19,436.75","? 5,494.03",East,West Bengal,Credit Card
ORD00419,15-10-2025,CUST0246,Customer_0299,Clothing,Sneakers,1.00,"? 2,734.48","? 2,734.48",? 785.86,East,West Bengal,Cash on Delivery
ORD00420,25-09-2025,CUST0055,Customer_0013,Books,Cooking Book,4.00,"? 1,483.70","? 5,934.80",? 664.53,South,Tamil Nadu,UPI
ORD00421,16-12-2025,CUST0129,Customer_0075,Clothing,T-Shirt,2.00,"? 3,447.30","? 6,894.60","? 1,599.07",South,Tamil Nadu,Debit Card
ORD00422,22-02-2025,CUST0288,Customer_0115,Clothing,Sneakers,3.00,"? 2,904.88","? 8,714.64","? 1,442.75",West,Maharashtra,Net Banking
ORD00423,17-12-2025,CUST0161,Customer_0283,Home & Kitchen,Coffee Maker,4.00,"? 2,478.44","? 9,913.76",? 821.38,West,Maharashtra,Debit Card
ORD00424,27-12-2025,CUST0189,Customer_0280,Clothing,Sneakers,2.00,"? 3,216.76","? 6,433.52",? 792.76,North,Uttar Pradesh,Credit Card
ORD00425,08-02-2025,CUST0096,Customer_0089,Home & Kitchen,Water Bottle,2.00,"? 5,904.86","? 11,809.72","? 1,254.88",North,Uttar Pradesh,UPI
ORD00426,24-03-2025,CUST0300,Customer_0131,Beauty,Face Wash,5.00,? 770.96,"? 3,854.80",? 588.72,South,Tamil Nadu,Credit Card
ORD00427,17-11-2025,CUST0155,Customer_0252,Electronics,USB Cable,3.00,"? 7,364.12","? 22,092.36","? 4,441.34",South,Karnataka,UPI
ORD00428,16-09-2025,CUST0082,Customer_0213,Home & Kitchen,Water Bottle,2.00,"? 3,243.49","? 6,486.98","? 1,285.38",North,Delhi,UPI
ORD00429,19-06-2025,CUST0185,Customer_0151,Home & Kitchen,Mixer Grinder,2.00,"? 4,064.17","? 8,128.34","? 2,349.64",North,Delhi,Net Banking
ORD00430,29-11-2025,CUST0005,Customer_0059,Books,Data Science Book,5.00,"? 1,509.09","? 7,545.45","? 1,343.44",North,Uttar Pradesh,Net Banking
ORD00431,14-06-2025,CUST0196,Customer_0059,Books,Cooking Book,1.00,"? 1,276.21","? 1,276.21",? 174.14,North,Delhi,Debit Card
ORD00432,17-08-2025,CUST0250,Customer_0023,Electronics,Bluetooth Speaker,5.00,"? 9,732.39","? 48,661.95","? 13,509.63",East,West Bengal,Credit Card
ORD00433,03-10-2025,CUST0274,Customer_0004,Home & Kitchen,Coffee Maker,1.00,"? 1,212.52","? 1,212.52",? 153.23,West,Gujarat,Credit Card
ORD00434,26-12-2025,CUST0223,Customer_0037,Beauty,Shampoo,2.00,"? 1,413.72","? 2,827.44",? 240.97,West,Gujarat,Debit Card
ORD00435,09-05-2025,CUST0286,Customer_0037,Electronics,USB Cable,1.00,"? 1,124.08","? 1,124.08",? 293.11,West,Gujarat,Debit Card
ORD00436,10-08-2025,CUST0162,Customer_0009,Beauty,Perfume,4.00,"? 1,631.01","? 6,524.04","? 1,488.30",North,Rajasthan,Net Banking
ORD00437,07-02-2025,CUST0184,Customer_0258,Electronics,Wireless Headphones,5.00,"? 1,023.44","? 5,117.20",? 735.67,West,Gujarat,Debit Card
ORD00438,13-08-2025,CUST0196,Customer_0203,Books,Novel,3.00,"? 1,412.70","? 4,238.10",? 780.99,West,Gujarat,Net Banking
ORD00439,07-10-2025,CUST0152,Customer_0074,Clothing,Hoodie,4.00,"? 2,849.67","? 11,398.68","? 2,610.34",South,Karnataka,Debit Card
ORD00440,21-10-2025,CUST0202,Customer_0276,Electronics,USB Cable,1.00,? 980.39,? 980.39,? 282.68,South,Karnataka,Debit Card
ORD00441,27-11-2025,CUST0263,Customer_0073,Clothing,Jeans,2.00,"? 1,620.49","? 3,240.98",? 390.47,East,West Bengal,Net Banking
ORD00442,18-10-2025,CUST0028,Customer_0282,Home & Kitchen,Cookware Set,1.00,"? 1,292.81","? 1,292.81",? 286.78,North,Delhi,UPI
ORD00443,25-10-2025,CUST0250,Customer_0170,Home & Kitchen,Bedsheet,3.00,? 814.66,"? 2,443.98",? 264.46,West,Gujarat,Credit Card
ORD00444,10-04-2025,CUST0163,Customer_0249,Electronics,Power Bank,5.00,"? 1,302.80","? 6,514.00",? 991.67,South,Tamil Nadu,Debit Card
ORD00445,11-06-2025,CUST0220,Customer_0087,Books,Novel,5.00,"? 1,085.32","? 5,426.60",? 808.06,South,Karnataka,Credit Card
ORD00446,19-06-2025,CUST0246,Customer_0237,Beauty,Perfume,3.00,? 465.62,"? 1,396.86",? 221.99,South,Tamil Nadu,Debit Card
ORD00447,11-02-2025,CUST0144,Customer_0072,Beauty,Hair Dryer,2.00,"? 1,667.05","? 3,334.10",? 410.81,West,Gujarat,UPI
ORD00448,25-10-2025,CUST0297,Customer_0208,Electronics,USB Cable,5.00,"? 7,763.70","? 38,818.50","? 4,922.47",West,Maharashtra,UPI
ORD00449,04-10-2025,CUST0242,Customer_0077,Books,Data Science Book,5.00,"? 1,625.08","? 8,125.40","? 1,351.66",South,Tamil Nadu,Net Banking
ORD00450,16-02-2025,CUST0204,Customer_0187,Home & Kitchen,Water Bottle,4.00,"? 3,131.46","? 12,525.84","? 1,031.25",South,Karnataka,Credit Card
ORD00451,23-03-2025,CUST0092,Customer_0290,Books,Children Book,5.00,? 381.61,"? 1,908.05",? 429.45,South,Karnataka,Credit Card
ORD00452,07-09-2025,CUST0119,Customer_0033,Beauty,Moisturizer,1.00,? 664.22,? 664.22,? 107.12,East,West Bengal,UPI
ORD00453,21-08-2025,CUST0024,Customer_0021,Clothing,Hoodie,4.00,"? 1,802.96","? 7,211.84",? 740.72,East,West Bengal,Net Banking
ORD00454,31-03-2025,CUST0193,Customer_0194,Home & Kitchen,Bedsheet,5.00,"? 3,380.01","? 16,900.05","? 3,537.00",South,Tamil Nadu,UPI
ORD00455,25-04-2025,CUST0265,Customer_0208,Books,Data Science Book,4.00,"? 1,754.91","? 7,019.64","? 1,823.65",South,Tamil Nadu,Debit Card
ORD00456,13-03-2025,CUST0226,Customer_0085,Beauty,Shampoo,5.00,? 165.50,? 827.50,? 80.23,North,Uttar Pradesh,Debit Card
ORD00457,05-11-2025,CUST0061,Customer_0118,Clothing,Kurta,2.00,? 803.54,"? 1,607.08",? 415.36,South,Karnataka,UPI
ORD00458,24-03-2025,CUST0211,Customer_0012,Beauty,Shampoo,4.00,? 645.15,"? 2,580.60",? 230.94,North,Uttar Pradesh,Net Banking
ORD00459,21-01-2025,CUST0294,Customer_0076,Books,Novel,2.00,"? 1,188.74","? 2,377.48",? 277.20,South,Karnataka,Credit Card
ORD00460,23-11-2025,CUST0010,Customer_0146,Books,Novel,5.00,"? 1,749.25","? 8,746.25","? 1,116.46",North,Rajasthan,Net Banking
ORD00461,30-07-2025,CUST0074,Customer_0299,Beauty,Shampoo,2.00,? 665.50,"? 1,331.00",? 288.97,North,Uttar Pradesh,Net Banking
ORD00462,02-11-2025,CUST0036,Customer_0118,Home & Kitchen,Cookware Set,3.00,"? 5,553.52","? 16,660.56","? 2,745.69",South,Karnataka,UPI
ORD00463,16-09-2025,CUST0215,Customer_0077,Electronics,USB Cable,5.00,"? 10,385.30","? 51,926.50","? 5,254.22",North,Delhi,Cash on Delivery
ORD00464,02-03-2025,CUST0048,Customer_0247,Books,Self Help Book,5.00,? 980.49,"? 4,902.45","? 1,365.02",West,Maharashtra,Net Banking
ORD00465,23-01-2025,CUST0272,Customer_0220,Electronics,Smart Watch,5.00,"? 5,337.87","? 26,689.35","? 7,645.24",North,Rajasthan,Cash on Delivery
ORD00466,23-12-2025,CUST0295,Customer_0051,Beauty,Perfume,5.00,"? 2,040.86","? 10,204.30","? 1,116.90",East,West Bengal,Cash on Delivery
ORD00467,06-10-2025,CUST0210,Customer_0132,Clothing,Jeans,3.00,"? 2,214.54","? 6,643.62",? 539.48,West,Gujarat,UPI
ORD00468,02-12-2025,CUST0106,Customer_0162,Books,Cooking Book,5.00,? 161.87,? 809.35,? 129.25,West,Gujarat,Credit Card
ORD00469,05-08-2025,CUST0290,Customer_0188,Beauty,Hair Dryer,3.00,"? 2,159.20","? 6,477.60",? 910.90,South,Tamil Nadu,Cash on Delivery
ORD00470,05-09-2025,CUST0092,Customer_0190,Clothing,Sneakers,5.00,"? 2,808.12","? 14,040.60","? 2,837.33",North,Rajasthan,Debit Card
ORD00471,04-12-2025,CUST0061,Customer_0118,Home & Kitchen,Cookware Set,4.00,"? 4,480.75","? 17,923.00","? 4,521.69",East,West Bengal,Credit Card
ORD00472,23-06-2025,CUST0282,Customer_0027,Electronics,Smart Watch,5.00,"? 5,106.45","? 25,532.25","? 4,228.21",North,Delhi,UPI
ORD00473,11-08-2025,CUST0046,Customer_0033,Electronics,Bluetooth Speaker,4.00,"? 11,147.41","? 44,589.64","? 5,742.68",South,Karnataka,UPI
ORD00474,25-07-2025,CUST0267,Customer_0147,Books,Children Book,4.00,"? 1,685.63","? 6,742.52",? 624.64,West,Maharashtra,Credit Card
ORD00475,03-12-2025,CUST0266,Customer_0147,Beauty,Shampoo,1.00,? 624.01,? 624.01,? 54.53,North,Uttar Pradesh,Net Banking
ORD00476,19-01-2025,CUST0185,Customer_0123,Books,Novel,5.00,? 429.65,"? 2,148.25",? 632.96,North,Delhi,UPI
ORD00477,27-07-2025,CUST0103,Customer_0266,Home & Kitchen,Coffee Maker,3.00,"? 4,100.56","? 12,301.68","? 2,978.53",North,Rajasthan,UPI
ORD00478,28-06-2025,CUST0178,Customer_0142,Electronics,Smart Watch,5.00,"? 11,022.60","? 55,113.00","? 11,761.11",South,Tamil Nadu,Credit Card
ORD00479,31-03-2025,CUST0209,Customer_0260,Beauty,Face Wash,5.00,? 160.93,? 804.65,? 163.26,North,Rajasthan,Net Banking
ORD00480,12-05-2025,CUST0276,Customer_0295,Home & Kitchen,Bedsheet,1.00,"? 4,866.92","? 4,866.92","? 1,132.64",East,West Bengal,Cash on Delivery
ORD00481,23-08-2025,CUST0236,Customer_0015,Books,Cooking Book,2.00,"? 1,399.83","? 2,799.66",? 295.59,North,Uttar Pradesh,UPI
ORD00482,31-07-2025,CUST0181,Customer_0265,Beauty,Hair Dryer,2.00,"? 2,030.38","? 4,060.76",? 333.55,North,Delhi,Debit Card
ORD00483,25-06-2025,CUST0039,Customer_0284,Clothing,Jeans,1.00,"? 1,576.58","? 1,576.58",? 291.42,South,Tamil Nadu,Debit Card
ORD00484,16-12-2025,CUST0098,Customer_0256,Clothing,Jeans,2.00,"? 3,330.78","? 6,661.56",? 877.12,South,Tamil Nadu,Credit Card
ORD00485,08-05-2025,CUST0183,Customer_0080,Home & Kitchen,Coffee Maker,2.00,"? 1,415.91","? 2,831.82",? 301.23,North,Delhi,UPI
ORD00486,04-09-2025,CUST0191,Customer_0162,Beauty,Perfume,5.00,"? 2,401.28","? 12,006.40","? 3,332.82",West,Maharashtra,Net Banking
ORD00487,19-09-2025,CUST0144,Customer_0204,Home & Kitchen,Mixer Grinder,2.00,"? 5,910.27","? 11,820.54","? 2,896.47",North,Uttar Pradesh,Credit Card
ORD00488,17-01-2025,CUST0258,Customer_0178,Electronics,Power Bank,4.00,"? 11,306.03","? 45,224.12","? 12,178.31",North,Rajasthan,Credit Card
ORD00489,19-12-2025,CUST0005,Customer_0007,Beauty,Shampoo,5.00,"? 1,231.17","? 6,155.85","? 1,006.32",West,Gujarat,UPI
ORD00490,06-04-2025,CUST0281,Customer_0135,Home & Kitchen,Mixer Grinder,5.00,"? 5,205.59","? 26,027.95","? 3,624.91",East,West Bengal,Net Banking
ORD00491,18-04-2025,CUST0215,Customer_0191,Home & Kitchen,Bedsheet,2.00,"? 3,117.93","? 6,235.86","? 1,670.91",East,West Bengal,Debit Card
ORD00492,22-10-2025,CUST0118,Customer_0052,Beauty,Moisturizer,5.00,? 458.18,"? 2,290.90",? 588.53,South,Karnataka,Net Banking
ORD00493,18-03-2025,CUST0243,Customer_0005,Beauty,Shampoo,2.00,? 492.73,? 985.46,? 170.22,North,Rajasthan,Credit Card
ORD00494,15-10-2025,CUST0291,Customer_0025,Books,Cooking Book,4.00,? 645.06,"? 2,580.24",? 262.60,East,West Bengal,Credit Card
ORD00495,19-11-2025,CUST0050,Customer_0231,Electronics,Bluetooth Speaker,3.00,"? 5,980.20","? 17,940.60","? 2,460.54",North,Delhi,Debit Card
ORD00496,04-03-2025,CUST0180,Customer_0102,Books,Children Book,3.00,? 182.73,? 548.19,? 113.31,South,Tamil Nadu,Net Banking
ORD00497,19-09-2025,CUST0250,Customer_0229,Clothing,T-Shirt,3.00,"? 1,340.29","? 4,020.87",? 658.76,South,Tamil Nadu,Debit Card
ORD00498,22-06-2025,CUST0216,Customer_0293,Beauty,Perfume,2.00,"? 1,655.36","? 3,310.72",? 883.16,South,Karnataka,UPI
ORD00499,12-06-2025,CUST0150,Customer_0137,Electronics,USB Cable,3.00,"? 3,124.51","? 9,373.53","? 2,079.25",South,Karnataka,Debit Card
ORD00500,19-08-2025,CUST0212,Customer_0086,Beauty,Shampoo,5.00,"? 1,374.20","? 6,871.00","? 1,840.92",East,West Bengal,Credit Card
ORD00501,23-07-2025,CUST0053,Customer_0049,Clothing,T-Shirt,1.00,? 973.83,? 973.83,? 278.61,South,Tamil Nadu,Cash on Delivery
ORD00502,26-09-2025,CUST0043,Customer_0054,Books,Data Science Book,1.00,"? 1,422.04","? 1,422.04",? 307.14,West,Maharashtra,UPI
ORD00503,26-05-2025,CUST0227,Customer_0065,Beauty,Shampoo,2.00,? 731.38,"? 1,462.76",? 286.53,South,Tamil Nadu,Credit Card
ORD00504,16-06-2025,CUST0244,Customer_0240,Electronics,USB Cable,3.00,"? 10,394.24","? 31,182.72","? 8,907.93",West,Maharashtra,Net Banking
ORD00505,02-11-2025,CUST0234,Customer_0289,Beauty,Perfume,5.00,? 566.04,"? 2,830.20",? 552.35,South,Karnataka,Net Banking
ORD00506,15-02-2025,CUST0227,Customer_0158,Home & Kitchen,Bedsheet,4.00,"? 3,353.09","? 13,412.36","? 2,289.29",East,West Bengal,Credit Card
ORD00507,11-03-2025,CUST0177,Customer_0147,Home & Kitchen,Cookware Set,1.00,"? 3,259.07","? 3,259.07",? 644.39,West,Maharashtra,Cash on Delivery
ORD00508,30-05-2025,CUST0119,Customer_0004,Beauty,Hair Dryer,1.00,"? 1,949.79","? 1,949.79",? 316.26,South,Tamil Nadu,Cash on Delivery
ORD00509,27-11-2025,CUST0200,Customer_0194,Books,Self Help Book,4.00,? 562.33,"? 2,249.32",? 310.08,North,Rajasthan,Cash on Delivery
ORD00510,30-09-2025,CUST0138,Customer_0212,Clothing,Jeans,3.00,"? 2,375.06","? 7,125.18","? 1,907.88",South,Tamil Nadu,Credit Card
ORD00511,13-11-2025,CUST0232,Customer_0140,Clothing,Sneakers,1.00,"? 2,338.06","? 2,338.06",? 440.11,South,Tamil Nadu,Debit Card
ORD00512,12-01-2025,CUST0096,Customer_0053,Electronics,Bluetooth Speaker,1.00,"? 11,651.74","? 11,651.74","? 1,622.19",South,Karnataka,Cash on Delivery
ORD00513,10-09-2025,CUST0112,Customer_0176,Electronics,Power Bank,1.00,"? 2,232.86","? 2,232.86",? 331.68,North,Delhi,Cash on Delivery
ORD00514,16-03-2025,CUST0029,Customer_0137,Home & Kitchen,Cookware Set,1.00,"? 2,148.93","? 2,148.93",? 205.66,North,Uttar Pradesh,Cash on Delivery
ORD00515,07-01-2025,CUST0063,Customer_0128,Clothing,Kurta,3.00,"? 2,915.20","? 8,745.60","? 2,183.51",North,Delhi,Cash on Delivery
ORD00516,18-02-2025,CUST0267,Customer_0107,Clothing,Kurta,2.00,"? 1,774.67","? 3,549.34",? 587.80,West,Maharashtra,Debit Card
ORD00517,09-10-2025,CUST0267,Customer_0063,Home & Kitchen,Bedsheet,1.00,"? 4,532.17","? 4,532.17",? 842.40,South,Karnataka,Debit Card
ORD00518,22-04-2025,CUST0058,Customer_0121,Clothing,Kurta,1.00,"? 3,063.70","? 3,063.70",? 463.82,East,West Bengal,Credit Card
ORD00519,05-01-2025,CUST0022,Customer_0298,Home & Kitchen,Cookware Set,4.00,"? 4,787.58","? 19,150.32","? 4,432.33",West,Gujarat,Credit Card
